id,issue_type,complaint_text,area,votes,attachments,priority_label
4094,Streetlight Not Working,Streetlight issue,Dhanbad,70,1,Medium
4095,Garbage Dump,Overflowing garbage,Ranchi,87,5,High
4096,Garbage Dump,Garbage not collected,Hazaribagh,16,5,Medium
4097,Streetlight Not Working,bulb kharab,Hazaribagh,5,2,Low
4098,Streetlight Not Working,Street dark at night,Deoghar,40,5,High
4099,Streetlight Not Working,Street dark at night,Chaibasa,81,1,High
4100,Illegal Parking,no parking followed,Jamshedpur,84,3,High
4101,Illegal Parking,Blocking road,Chaibasa,35,5,High
4102,Water Leakage,pipe se pani nikal raha hai,Jamshedpur,93,5,High
4103,Noise Pollution,high sound pollution,Ranchi,35,0,Low
4104,Garbage Dump,Garbage not collected,Giridih,9,2,Low
4105,Garbage Dump,Overflowing garbage,Bokaro,74,4,High
4106,Water Leakage,Water leakage near colony,Chaibasa,93,2,High
4107,Road Damage,Sadak kharab hai,Dhanbad,83,2,High
4108,Electricity Outage,power outage,Chaibasa,71,5,High
4109,Garbage Dump,kachra bahut hai,Deoghar,80,1,Medium
4110,Road Damage,Sadak kharab hai,Dhanbad,3,4,High
4111,Noise Pollution,high sound pollution,Giridih,52,5,Medium
4112,Streetlight Not Working,Streetlight issue,Deoghar,70,1,Medium
4113,Road Damage,Road damaged,Ranchi,17,0,Medium
4114,Noise Pollution,DJ loud hai,Ranchi,2,3,High
4115,Road Damage,bad road condition,Giridih,96,5,Medium
4116,Pothole,Road broken badly,Ranchi,63,5,Medium
4117,Illegal Parking,Blocking road,Hazaribagh,62,5,Medium
4118,Illegal Parking,illegal gaadi parking,Chaibasa,44,0,Low
4119,Drainage Blockage,dirty water overflow,Giridih,56,1,High
4120,Noise Pollution,high sound pollution,Jamshedpur,65,1,Medium
4121,Drainage Blockage,Drainage issue,Bokaro,0,0,High
4122,Water Leakage,Water leakage near colony,Giridih,55,1,High
4123,Electricity Outage,power outage,Deoghar,44,1,High
4124,Pothole,khadda on street,Ranchi,59,2,High
4125,Water Leakage,pipe se pani nikal raha hai,Hazaribagh,82,1,High
4126,Drainage Blockage,dirty water overflow,Bokaro,90,4,High
4127,Pothole,khadda on street,Bokaro,92,2,High
4128,Streetlight Not Working,Streetlight issue,Chaibasa,24,1,Low
4129,Road Damage,Sadak kharab hai,Giridih,45,5,Medium
4130,Water Leakage,Water leakage near colony,Chaibasa,100,1,High
4131,Pothole,Big pothole on road,Chaibasa,29,1,Low
4132,Streetlight Not Working,Streetlight issue,Bokaro,32,0,Low
4133,Streetlight Not Working,bulb kharab,Bokaro,87,0,Medium
4134,Water Leakage,Pipeline burst,Chaibasa,46,5,High
4135,Road Damage,Road damaged,Deoghar,90,5,High
4136,Road Damage,road crack,Giridih,2,5,High
4137,Water Leakage,Water leakage near colony,Chaibasa,12,2,High
4138,Pothole,khadda on street,Dhanbad,41,1,Low
4139,Illegal Parking,no parking followed,Deoghar,66,4,High
4140,Road Damage,Sadak kharab hai,Ranchi,27,5,Medium
4141,Road Damage,Road damaged,Bokaro,27,5,High
4142,Noise Pollution,Noise disturbing area,Giridih,65,2,Medium
4143,Pothole,khadda on street,Ranchi,16,2,Medium
4144,Road Damage,bad road condition,Ranchi,51,5,Medium
4145,Illegal Parking,Blocking road,Hazaribagh,60,0,High
4146,Noise Pollution,DJ loud hai,Ranchi,11,5,High
4147,Public Toilet Issue,Toilet unclean,Dhanbad,48,1,Low
4148,Public Toilet Issue,Public toilet problem,Giridih,37,1,Medium
4149,Noise Pollution,Noise disturbing area,Bokaro,36,0,Medium
4150,Illegal Parking,no parking followed,Deoghar,99,5,High
4151,Pothole,Big pothole on road,Jamshedpur,6,1,Medium
4152,Streetlight Not Working,Street dark at night,Giridih,48,5,High
4153,Illegal Parking,no parking followed,Bokaro,84,3,High
4154,Road Damage,Road damaged,Bokaro,57,2,High
4155,Noise Pollution,Noise disturbing area,Ranchi,15,0,Medium
4156,Pothole,Road broken badly,Bokaro,95,3,High
4157,Road Damage,bad road condition,Bokaro,73,5,High
4158,Electricity Outage,Power cut in area,Giridih,11,3,Low
4159,Public Toilet Issue,smelly toilet,Hazaribagh,12,3,Medium
4160,Public Toilet Issue,toilet band hai,Hazaribagh,31,5,Medium
4161,Public Toilet Issue,toilet band hai,Bokaro,27,5,High
4162,Drainage Blockage,Drainage issue,Ranchi,16,4,High
4163,Road Damage,bad road condition,Hazaribagh,24,3,High
4164,Road Damage,road crack,Chaibasa,64,1,Medium
4165,Road Damage,Road damaged,Bokaro,40,4,High
4166,Streetlight Not Working,bulb kharab,Giridih,5,4,Medium
4167,Electricity Outage,No electricity since morning,Bokaro,28,2,High
4168,Garbage Dump,ganda kachra near market,Deoghar,23,0,Low
4169,Pothole,Road broken badly,Ranchi,66,4,High
4170,Illegal Parking,Cars parked illegally,Hazaribagh,54,0,High
4171,Public Toilet Issue,Toilet unclean,Jamshedpur,55,5,Medium
4172,Drainage Blockage,Drainage issue,Giridih,5,1,Medium
4173,Road Damage,Road damaged,Jamshedpur,91,5,High
4174,Road Damage,Sadak kharab hai,Bokaro,77,1,High
4175,Illegal Parking,illegal gaadi parking,Bokaro,0,0,High
4176,Water Leakage,Water leakage near colony,Chaibasa,75,2,High
4177,Pothole,pothol road broken hai,Hazaribagh,8,1,High
4178,Drainage Blockage,Drain blocked,Giridih,71,0,High
4179,Garbage Dump,Overflowing garbage,Deoghar,24,3,High
4180,Noise Pollution,high sound pollution,Giridih,28,4,High
4181,Garbage Dump,Garbage not collected,Ranchi,61,0,High
4182,Water Leakage,Pipeline burst,Deoghar,96,4,High
4183,Illegal Parking,no parking followed,Bokaro,10,1,Medium
4184,Noise Pollution,Loud noise,Dhanbad,45,1,Medium
4185,Electricity Outage,Bijli chali gayi,Ranchi,5,5,High
4186,Public Toilet Issue,toilet band hai,Deoghar,63,2,Medium
4187,Illegal Parking,no parking followed,Jamshedpur,51,0,Medium
4188,Pothole,khadda on street,Ranchi,83,1,High
4189,Illegal Parking,no parking followed,Jamshedpur,40,3,High
4190,Garbage Dump,kachra bahut hai,Jamshedpur,69,0,High
4191,Noise Pollution,Loud noise,Bokaro,77,1,High
4192,Road Damage,Road damaged,Dhanbad,98,3,High
4193,Electricity Outage,Power cut in area,Giridih,84,2,High
4194,Garbage Dump,Garbage not collected,Ranchi,73,3,Medium
4195,Water Leakage,pipe se pani nikal raha hai,Bokaro,96,0,High
4196,Garbage Dump,Garbage not collected,Ranchi,88,4,Medium
4197,Pothole,khadda on street,Jamshedpur,69,5,High
4198,Road Damage,road crack,Giridih,30,2,Medium
4199,Illegal Parking,Cars parked illegally,Deoghar,1,4,High
4200,Electricity Outage,Bijli chali gayi,Giridih,43,3,High
4201,Drainage Blockage,dirty water overflow,Ranchi,73,5,High
4202,Electricity Outage,No electricity since morning,Ranchi,18,5,High
4203,Public Toilet Issue,Public toilet problem,Deoghar,55,1,High
4204,Illegal Parking,illegal gaadi parking,Jamshedpur,96,3,High
4205,Electricity Outage,Power cut in area,Giridih,63,1,High
4206,Road Damage,Sadak kharab hai,Ranchi,40,4,Medium
4207,Noise Pollution,Loud noise,Jamshedpur,57,3,Medium
4208,Road Damage,Sadak kharab hai,Ranchi,51,3,High
4209,Illegal Parking,Blocking road,Giridih,70,4,Medium
4210,Water Leakage,leakage of pani,Chaibasa,63,5,High
4211,Public Toilet Issue,Public toilet problem,Jamshedpur,16,1,Low
4212,Drainage Blockage,Drain blocked,Giridih,19,2,High
4213,Noise Pollution,Loud noise,Giridih,39,4,High
4214,Pothole,pothol road broken hai,Ranchi,43,1,High
4215,Garbage Dump,Garbage not collected,Jamshedpur,24,5,Medium
4216,Noise Pollution,DJ loud hai,Dhanbad,29,2,Medium
4217,Pothole,pothol road broken hai,Dhanbad,77,0,High
4218,Garbage Dump,Garbage not collected,Jamshedpur,35,5,High
4219,Public Toilet Issue,Public toilet problem,Hazaribagh,65,1,High
4220,Public Toilet Issue,smelly toilet,Dhanbad,75,4,Medium
4221,Illegal Parking,Cars parked illegally,Bokaro,67,1,High
4222,Road Damage,Road damaged,Jamshedpur,10,4,Medium
4223,Water Leakage,leakage of pani,Giridih,39,1,Medium
4224,Illegal Parking,illegal gaadi parking,Deoghar,27,5,High
4225,Drainage Blockage,Drainage issue,Bokaro,16,3,High
4226,Public Toilet Issue,smelly toilet,Deoghar,80,1,Medium
4227,Streetlight Not Working,Streetlight issue,Jamshedpur,41,0,Medium
4228,Road Damage,Sadak kharab hai,Ranchi,3,2,Medium
4229,Road Damage,Sadak kharab hai,Chaibasa,23,4,High
4230,Illegal Parking,no parking followed,Ranchi,48,3,High
4231,Road Damage,Road damaged,Dhanbad,57,0,Medium
4232,Streetlight Not Working,Street dark at night,Deoghar,91,3,Medium
4233,Illegal Parking,Blocking road,Ranchi,16,0,Low
4234,Electricity Outage,Power cut in area,Ranchi,33,1,High
4235,Electricity Outage,No electricity since morning,Giridih,45,1,High
4236,Streetlight Not Working,Light not working,Chaibasa,27,0,Medium
4237,Streetlight Not Working,Street dark at night,Chaibasa,31,2,Medium
4238,Garbage Dump,Garbage not collected,Bokaro,3,0,Low
4239,Drainage Blockage,dirty water overflow,Deoghar,94,5,High
4240,Garbage Dump,Overflowing garbage,Giridih,60,4,High
4241,Water Leakage,pipe se pani nikal raha hai,Dhanbad,14,2,High
4242,Streetlight Not Working,bulb kharab,Chaibasa,65,1,High
4243,Streetlight Not Working,Street dark at night,Dhanbad,15,1,Low
4244,Pothole,khadda on street,Hazaribagh,56,0,Medium
4245,Road Damage,road crack,Chaibasa,27,3,High
4246,Pothole,khadda on street,Bokaro,58,0,High
4247,Drainage Blockage,dirty water overflow,Ranchi,51,0,High
4248,Road Damage,Sadak kharab hai,Dhanbad,19,0,Medium
4249,Road Damage,bad road condition,Dhanbad,53,4,High
4250,Illegal Parking,no parking followed,Bokaro,33,5,High
4251,Drainage Blockage,Nali jam hai,Giridih,82,4,High
4252,Illegal Parking,no parking followed,Deoghar,4,2,Medium
4253,Electricity Outage,Power cut in area,Hazaribagh,26,2,High
4254,Illegal Parking,illegal gaadi parking,Dhanbad,44,0,High
4255,Streetlight Not Working,Streetlight issue,Jamshedpur,59,4,High
4256,Streetlight Not Working,Light not working,Jamshedpur,48,2,Medium
4257,Drainage Blockage,Drainage issue,Deoghar,94,4,High
4258,Streetlight Not Working,Street dark at night,Giridih,13,1,Medium
4259,Water Leakage,pipe se pani nikal raha hai,Chaibasa,62,3,High
4260,Streetlight Not Working,Light not working,Giridih,46,4,Medium
4261,Electricity Outage,Bijli chali gayi,Deoghar,76,0,High
4262,Road Damage,bad road condition,Giridih,38,1,Low
4263,Pothole,Big pothole on road,Giridih,86,3,High
4264,Garbage Dump,Garbage not collected,Jamshedpur,28,4,Medium
4265,Water Leakage,leakage of pani,Giridih,95,1,High
4266,Noise Pollution,Loud noise,Jamshedpur,77,0,Medium
4267,Illegal Parking,Cars parked illegally,Chaibasa,99,2,High
4268,Noise Pollution,high sound pollution,Deoghar,73,0,Medium
4269,Noise Pollution,DJ loud hai,Chaibasa,73,3,High
4270,Illegal Parking,no parking followed,Dhanbad,15,0,Medium
4271,Water Leakage,pipe se pani nikal raha hai,Giridih,7,2,Medium
4272,Noise Pollution,Noise disturbing area,Deoghar,60,0,Medium
4273,Public Toilet Issue,Toilet unclean,Jamshedpur,59,0,High
4274,Public Toilet Issue,Public toilet problem,Bokaro,86,3,High
4275,Illegal Parking,Blocking road,Giridih,65,2,High
4276,Drainage Blockage,Nali jam hai,Chaibasa,86,4,High
4277,Public Toilet Issue,Public toilet problem,Bokaro,75,2,High
4278,Public Toilet Issue,Public toilet problem,Giridih,6,1,Low
4279,Illegal Parking,illegal gaadi parking,Giridih,97,2,Medium
4280,Illegal Parking,illegal gaadi parking,Hazaribagh,49,4,Medium
4281,Streetlight Not Working,bulb kharab,Hazaribagh,35,3,High
4282,Pothole,khadda on street,Bokaro,99,2,High
4283,Electricity Outage,No electricity since morning,Giridih,86,5,High
4284,Pothole,pothol road broken hai,Deoghar,30,3,High
4285,Public Toilet Issue,Public toilet problem,Deoghar,67,0,High
4286,Illegal Parking,Cars parked illegally,Dhanbad,74,1,High
4287,Road Damage,Road damaged,Hazaribagh,5,5,High
4288,Electricity Outage,power outage,Ranchi,11,2,High
4289,Pothole,Road broken badly,Ranchi,40,0,Medium
4290,Public Toilet Issue,Public toilet problem,Giridih,80,4,Medium
4291,Electricity Outage,power outage,Hazaribagh,82,3,High
4292,Water Leakage,leakage of pani,Chaibasa,62,1,High
4293,Noise Pollution,Loud noise,Ranchi,36,0,Medium
4294,Public Toilet Issue,Toilet unclean,Deoghar,68,0,Medium
4295,Public Toilet Issue,Public toilet problem,Chaibasa,60,4,High
4296,Pothole,pothol road broken hai,Hazaribagh,54,0,Medium
4297,Drainage Blockage,Nali jam hai,Chaibasa,34,5,High
4298,Drainage Blockage,dirty water overflow,Dhanbad,85,5,Medium
4299,Road Damage,bad road condition,Giridih,60,2,High
4300,Road Damage,Sadak kharab hai,Dhanbad,87,0,High
4301,Streetlight Not Working,Street dark at night,Dhanbad,72,0,Medium
4302,Noise Pollution,DJ loud hai,Jamshedpur,66,2,Medium
4303,Road Damage,Road damaged,Deoghar,57,0,Medium
4304,Drainage Blockage,Drainage issue,Giridih,15,0,High
4305,Streetlight Not Working,Streetlight issue,Hazaribagh,97,4,High
4306,Pothole,khadda on street,Deoghar,29,2,Low
4307,Electricity Outage,No electricity since morning,Ranchi,88,5,High
4308,Road Damage,Sadak kharab hai,Ranchi,7,4,High
4309,Road Damage,road crack,Giridih,31,5,High
4310,Road Damage,road crack,Hazaribagh,41,5,Medium
4311,Noise Pollution,Loud noise,Bokaro,40,5,High
4312,Public Toilet Issue,Toilet unclean,Giridih,80,2,High
4313,Noise Pollution,Noise disturbing area,Jamshedpur,79,0,High
4314,Water Leakage,pipe se pani nikal raha hai,Giridih,77,4,High
4315,Water Leakage,leakage of pani,Giridih,31,2,High
4316,Public Toilet Issue,smelly toilet,Jamshedpur,76,5,Medium
4317,Water Leakage,Water leakage near colony,Bokaro,87,3,High
4318,Noise Pollution,Noise disturbing area,Jamshedpur,45,1,Medium
4319,Road Damage,bad road condition,Ranchi,17,5,Medium
4320,Electricity Outage,Bijli chali gayi,Ranchi,67,0,High
4321,Electricity Outage,Bijli chali gayi,Chaibasa,67,2,High
4322,Public Toilet Issue,Public toilet problem,Bokaro,76,3,Medium
4323,Drainage Blockage,Drainage issue,Jamshedpur,30,4,High
4324,Streetlight Not Working,Streetlight issue,Dhanbad,97,4,High
4325,Garbage Dump,Garbage not collected,Dhanbad,64,2,Medium
4326,Road Damage,road crack,Jamshedpur,100,4,Medium
4327,Road Damage,road crack,Giridih,15,4,Medium
4328,Illegal Parking,Cars parked illegally,Deoghar,13,5,Medium
4329,Electricity Outage,No electricity since morning,Jamshedpur,74,5,High
4330,Electricity Outage,Power cut in area,Hazaribagh,36,3,High
4331,Illegal Parking,illegal gaadi parking,Deoghar,76,2,Medium
4332,Drainage Blockage,Drain blocked,Jamshedpur,42,4,High
4333,Public Toilet Issue,toilet band hai,Hazaribagh,56,2,High
4334,Public Toilet Issue,smelly toilet,Dhanbad,34,2,Low
4335,Road Damage,Sadak kharab hai,Hazaribagh,57,1,Medium
4336,Pothole,pothol road broken hai,Deoghar,90,2,High
4337,Noise Pollution,high sound pollution,Giridih,88,5,Medium
4338,Garbage Dump,kachra bahut hai,Dhanbad,55,3,High
4339,Public Toilet Issue,smelly toilet,Deoghar,15,1,Low
4340,Public Toilet Issue,Toilet unclean,Hazaribagh,55,3,Medium
4341,Water Leakage,pipe se pani nikal raha hai,Chaibasa,62,1,High
4342,Drainage Blockage,Drainage issue,Bokaro,14,5,High
4343,Pothole,pothol road broken hai,Hazaribagh,7,2,Medium
4344,Drainage Blockage,dirty water overflow,Deoghar,79,2,High
4345,Road Damage,road crack,Bokaro,84,1,Medium
4346,Illegal Parking,illegal gaadi parking,Ranchi,53,4,Medium
4347,Noise Pollution,Loud noise,Giridih,11,0,High
4348,Drainage Blockage,Nali jam hai,Deoghar,87,3,High
4349,Streetlight Not Working,Light not working,Giridih,28,3,High
4350,Garbage Dump,Overflowing garbage,Giridih,85,5,Medium
4351,Road Damage,Road damaged,Ranchi,69,2,High
4352,Streetlight Not Working,Light not working,Jamshedpur,76,0,Medium
4353,Electricity Outage,Bijli chali gayi,Bokaro,6,0,Medium
4354,Public Toilet Issue,Toilet unclean,Dhanbad,75,0,High
4355,Public Toilet Issue,Public toilet problem,Jamshedpur,66,1,High
4356,Road Damage,bad road condition,Chaibasa,12,3,High
4357,Water Leakage,leakage of pani,Bokaro,94,0,High
4358,Illegal Parking,illegal gaadi parking,Chaibasa,55,2,High
4359,Pothole,Road broken badly,Bokaro,32,3,High
4360,Streetlight Not Working,Light not working,Deoghar,56,4,High
4361,Electricity Outage,No electricity since morning,Dhanbad,34,4,High
4362,Electricity Outage,No electricity since morning,Bokaro,49,4,High
4363,Illegal Parking,no parking followed,Dhanbad,51,2,High
4364,Illegal Parking,illegal gaadi parking,Giridih,74,0,Medium
4365,Road Damage,Sadak kharab hai,Dhanbad,8,0,Medium
4366,Water Leakage,Water leakage near colony,Chaibasa,34,3,High
4367,Streetlight Not Working,Light not working,Hazaribagh,62,5,High
4368,Road Damage,road crack,Hazaribagh,52,3,High
4369,Drainage Blockage,Drainage issue,Giridih,41,4,High
4370,Drainage Blockage,Drain blocked,Giridih,58,4,High
4371,Water Leakage,pipe se pani nikal raha hai,Chaibasa,50,5,High
4372,Streetlight Not Working,Streetlight issue,Dhanbad,53,1,Medium
4373,Illegal Parking,illegal gaadi parking,Hazaribagh,45,1,High
4374,Road Damage,bad road condition,Hazaribagh,55,3,Medium
4375,Streetlight Not Working,bulb kharab,Jamshedpur,41,0,Medium
4376,Illegal Parking,no parking followed,Jamshedpur,47,5,High
4377,Pothole,Road broken badly,Hazaribagh,69,0,High
4378,Road Damage,Sadak kharab hai,Giridih,60,3,High
4379,Pothole,Road broken badly,Dhanbad,99,2,High
4380,Road Damage,Road damaged,Chaibasa,78,0,High
4381,Road Damage,road crack,Chaibasa,34,2,Medium
4382,Noise Pollution,high sound pollution,Dhanbad,2,2,Medium
4383,Illegal Parking,no parking followed,Hazaribagh,12,0,Medium
4384,Pothole,khadda on street,Chaibasa,39,0,High
4385,Streetlight Not Working,Light not working,Jamshedpur,5,3,High
4386,Water Leakage,leakage of pani,Chaibasa,13,3,High
4387,Garbage Dump,kachra bahut hai,Bokaro,36,3,Medium
4388,Public Toilet Issue,Public toilet problem,Jamshedpur,36,1,Low
4389,Pothole,khadda on street,Bokaro,22,1,Low
4390,Road Damage,road crack,Dhanbad,2,3,High
4391,Public Toilet Issue,toilet band hai,Bokaro,17,0,Medium
4392,Public Toilet Issue,Toilet unclean,Jamshedpur,92,2,Medium
4393,Illegal Parking,Blocking road,Ranchi,70,3,High
4394,Garbage Dump,ganda kachra near market,Jamshedpur,22,0,Low
4395,Water Leakage,Water leakage near colony,Bokaro,30,2,Medium
4396,Electricity Outage,Power cut in area,Deoghar,67,2,High
4397,Pothole,Road broken badly,Hazaribagh,56,4,Medium
4398,Pothole,khadda on street,Dhanbad,18,2,Medium
4399,Drainage Blockage,Drain blocked,Deoghar,80,5,Low
4400,Garbage Dump,Overflowing garbage,Hazaribagh,41,5,High
4401,Streetlight Not Working,Street dark at night,Deoghar,36,3,Medium
4402,Pothole,pothol road broken hai,Deoghar,40,3,Medium
4403,Noise Pollution,high sound pollution,Jamshedpur,69,2,Medium
4404,Public Toilet Issue,Toilet unclean,Dhanbad,4,5,High
4405,Electricity Outage,Bijli chali gayi,Jamshedpur,56,0,High
4406,Road Damage,bad road condition,Bokaro,87,1,High
4407,Drainage Blockage,dirty water overflow,Jamshedpur,48,4,High
4408,Garbage Dump,kachra bahut hai,Bokaro,63,5,Medium
4409,Drainage Blockage,dirty water overflow,Jamshedpur,92,2,High
4410,Garbage Dump,ganda kachra near market,Bokaro,62,4,Medium
4411,Electricity Outage,power outage,Ranchi,92,2,High
4412,Drainage Blockage,Nali jam hai,Deoghar,19,5,Medium
4413,Illegal Parking,Blocking road,Hazaribagh,47,0,High
4414,Drainage Blockage,dirty water overflow,Dhanbad,54,1,High
4415,Pothole,Big pothole on road,Giridih,97,1,Medium
4416,Pothole,Road broken badly,Ranchi,94,0,High
4417,Noise Pollution,Loud noise,Ranchi,35,4,High
4418,Water Leakage,Water leakage near colony,Giridih,63,5,High
4419,Road Damage,bad road condition,Chaibasa,59,3,High
4420,Public Toilet Issue,Public toilet problem,Giridih,17,5,High
4421,Illegal Parking,illegal gaadi parking,Giridih,82,5,High
4422,Drainage Blockage,Drain blocked,Giridih,76,2,High
4423,Drainage Blockage,dirty water overflow,Deoghar,15,1,High
4424,Public Toilet Issue,smelly toilet,Dhanbad,36,5,Medium
4425,Public Toilet Issue,toilet band hai,Giridih,95,2,Medium
4426,Garbage Dump,Garbage not collected,Chaibasa,62,5,Medium
4427,Public Toilet Issue,smelly toilet,Deoghar,77,1,High
4428,Drainage Blockage,Drain blocked,Chaibasa,49,4,Low
4429,Noise Pollution,Noise disturbing area,Giridih,25,0,Medium
4430,Public Toilet Issue,toilet band hai,Jamshedpur,14,4,High
